,register_id,Name,Neighborhood ID,Neighborhood Name,District ID,District Name,Service Type,Latitude,Longitude
563,﻿97027175152,Facultat de Ciències de la Salut Blanquerna - URL,33.0,el Baix Guinardó,7.0,Horta-Guinardó,Universitats,41.409786505203634,2.1721184721407334
564,﻿95165122540,Institut Universitari Cultura,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Universitats,41.38924681822701,2.190983335170805
565,﻿92168165640,Escola Mercè Rodoreda,52.0,la Prosperitat,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.445868894480135,2.1857245692364806
567,﻿92168165653,Escola Milà i Fontanals,1.0,el Raval,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.38215877369944,2.168204704594222
569,﻿92168165671,Escola de Mitjans Audiovisuals,16.0,la Bordeta,3.0,Sants-Montjuïc,Formació professional,41.36754138527626,2.138508797833273
570,﻿92168165706,Escola Nabí,22.0,"Vallvidrera, el Tibidabo i les Planes",5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària",41.41605230629501,2.1017942870735373
572,﻿92168165900,Escola La Mar Bella,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.39973789141123,2.2046777632789207
574,﻿92168165914,Escola Pegaso,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.42792286266486,2.1871253300366518
576,﻿92168164392,Centre Educatiu Adela de Trenquelleón,72.0,Sant Martí de Provençals,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.413929461064,2.1947036696130047
579,﻿97203145418,Àrea Informació,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38790151896208,2.1146704334958524
580,﻿92168164438,Escola Àngels Garriga,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.42597983517579,2.167703658288384
582,﻿92168164474,Centre Educatiu Acis - Artur Martorell,34.0,Can Baró,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41656273573594,2.1620957170113524
585,﻿96156141434,Escola Pere Vila,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.39128260500432,2.18134710585921
587,﻿96313121616,Escola Pau Romeva,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària",41.37628120603343,2.1134828061272373
589,﻿99400145522,Fundació Privada Clínic per la Recerca Biomèdica,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.389158663694246,2.1517772961900903
590,﻿99400145532,Centre Tecnològic de Telecomunicacions Mòbils,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38730890128584,2.111145329424392
591,﻿97196130326,Institut d'Estudis Hispànics,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38657708352391,2.164030568391206
592,﻿99400038097,Escola Fort Pienc,5.0,el Fort Pienc,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.39518795392121,2.1824953167364085
594,﻿99400248153,Centre de Recerca en Salut Internacional de Barcelona,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.39013324147976,2.1532867495245505
595,﻿96107123411,Centre d'Estudis Canadencs Universitat  de Barcelona,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38723971871468,2.1210972500110508
596,﻿92168172716,Centre Educatiu Jesuïtes del Clot,65.0,el Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Adults, Educació primària, Educació secundària, Formació professional",41.41312603124579,2.1907053886762484
601,﻿92168164444,Escola Antoni Brusi,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.39103208450983,2.189543966805976
603,﻿92086038004,Institut Josep Pla,46.0,el Turó de la Peira,8.0,Nou Barris,Educació secundària,41.43171740723793,2.164338051403876
604,﻿92086038095,Centre Internacional de  Mètodes Numèrics en Enginyeria,21.0,Pedralbes,4.0,Les Corts,Universitats,41.386025808317086,2.1103811501410736
605,﻿92168165842,Escola Parc del Guinardó,35.0,el Guinardó,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.42008412690289,2.17050613591235
607,﻿92168165877,Escola Cal Maiol,18.0,Sants,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37275870841211,2.136121251833447
609,﻿92168165901,Institut Escola Antaviana,50.0,les Roquetes,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.44818432585492,2.1786002392699624
612,﻿97114095149,Institut La Guineueta,48.0,la Guineueta,8.0,Nou Barris,"Educació secundària, Formació professional",41.44275170606566,2.1720981995542705
614,﻿92086000163,Centre d'Estudis d'Art Contemporani,11.0,el Poble-sec,3.0,Sants-Montjuïc,Universitats,41.368292261821246,2.1601492925476364
615,﻿97328122134,Institut Montserrat Roig,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,Educació secundària,41.40739929927398,2.1651158990356314
616,﻿93069103604,Menjadors Universitàris,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38227297506455,2.115112671672215
617,﻿94024205220,Institut Manuel Carrasco i Formiguera,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,Educació secundària,41.42658603011807,2.1737966206194
618,﻿93131091007,Facultat de Traducció i Interpretació - UPF,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Universitats,41.40383610308015,2.1933428895948404
619,﻿92168177309,Universitat Pompeu Fabra,2.0,el Barri Gòtic,1.0,Ciutat Vella,Universitats,41.379158638700645,2.1796190518636545
620,﻿92168164758,Escola Ciutat Comtal,56.0,Vallbona,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.46294957595788,2.1827847217571863
622,﻿92168164760,Centre Educatiu Claret,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.405951148357936,2.166593971349565
625,﻿99400072593,Observatori de Bioètica i Dret,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38723970934282,2.1210972022957915
626,﻿92168172690,Institut Escola d'Hoteleria i Turisme de Barcelona,45.0,Porta,8.0,Nou Barris,Formació professional,41.43374961175949,2.180894741672587
627,﻿93131090732,Facultat de Dret - UPF,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Universitats,41.38924681822701,2.190983335170805
628,﻿99400497898,Escola Universitària de Turisme Ostelea,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Universitats,41.380661533845256,2.149757830499899
629,﻿99286131534,Unitat Docent Hospital Universitari de la Vall d'Hebron,40.0,Montbau,7.0,Horta-Guinardó,Universitats,41.42868257584527,2.138756551103979
630,﻿94270123131,Serveis Científicotècnics,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.382649395415946,2.1145343363203266
631,﻿92234123511,Institut Vila de Gràcia,31.0,la Vila de Gràcia,6.0,Gràcia,Educació secundària,41.3986014146248,2.155368115677565
632,﻿99400145669,Servei de Recerca,2.0,el Barri Gòtic,1.0,Ciutat Vella,Universitats,41.37913743201389,2.1795062460893457
633,﻿99400145688,Universitat de Barcelona Trampolí Tecnològic,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38186963690709,2.116458918258774
634,﻿99400079604,Aules de Formació Permanent per a la Gent Gran de Barcelona,10.0,Sant Antoni,2.0,Eixample,Universitats,41.38362779436018,2.161357278865766
635,﻿92168165836,Centre Educatiu Pàlcam,33.0,el Baix Guinardó,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.411087096447794,2.171638707346255
639,﻿92168165856,Escola Pau Casals,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.4318722602892,2.15168300702906
641,﻿92168165871,Escola Pare Poveda,28.0,Vallcarca i els Penitents,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.41693061120518,2.1418483119179204
643,﻿92168164454,Escola Arc Iris,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.42527082492769,2.171449020831429
645,﻿92168165606,Centre Educatiu Mare de Déu dels Àngels,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42287764355707,2.1912773816109894
649,﻿92168165690,Escola Montseny *Torrent del Remei,28.0,Vallcarca i els Penitents,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.41561305868736,2.148229934277885
651,﻿92168165697,Escola Mossèn Jacint Verdaguer,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37332070884572,2.154824350891146
653,﻿92168165716,Centre Educatiu Nausica,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària",41.39706243409874,2.14548565093138
656,﻿92168165717,Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39693977486581,2.149178612436604
660,﻿97027103504,UOC Seu de Barcelona,71.0,Provençals del Poblenou,10.0,Sant Martí,Universitats,41.40649363005068,2.19444957141162
661,﻿99400066246,Escola de Música i Dansa Esclat *Vila Olímpica,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Música,41.39205548440707,2.196167481517439
662,﻿98308111007,Centre Profesional de Música Liceu,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Música,41.388617744369554,2.173145777606978
663,﻿99400035498,Escola de Música Nostra Senyora de Lurdes,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Música,41.40033102467106,2.1507696680349047
664,﻿75990108406,Centre Educatiu Salesià de Sant Josep,10.0,Sant Antoni,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.37744098695092,2.155998402994959
667,﻿92086008434,Centre Educatiu Pare Manyanet,19.0,les Corts,4.0,Les Corts,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38873041314552,2.138133652817682
671,﻿75990540024,Centre Educatiu Piaget,37.0,el Carmel,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.4224150229954,2.1524884094613337
674,﻿75990093770,Aula Escuela Europea,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39808006912545,2.107233656835713
678,﻿99400096808,Institut de Bioenginyeria de Catalunya,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38188173843909,2.116506436518207
679,﻿312180049,Centre de Tecnologies i Aplicacions del Llenguatge i la Parla,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38790151896208,2.1146704334958524
680,﻿99400109026,Barcelona Supercomputing Center - Centro Nacional de Supercomputación,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38991476928731,2.115372219417795
681,﻿92086019684,Escola d'Enginyeria de Barcelona Est - UPC,70.0,el Besòs i el Maresme,10.0,Sant Martí,Universitats,41.41265194774744,2.2220511148010376
682,﻿75990078662,Diapasó Centre Musical,17.0,Sants - Badal,3.0,Sants-Montjuïc,Música,41.376928002703615,2.126854449640898
683,﻿75990131184,Centre Educatiu Maristes Sants - Les Corts,19.0,les Corts,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38292623820122,2.134870861542838
686,﻿75990098681,Universitat Abat Oliba CEU,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.41035194077694,2.1268151064605028
687,﻿99400197966,Escola Sant Martí,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.4046402299505,2.1978184408198067
689,﻿75990293974,Institut Superior Medicines Tradicionals,10.0,Sant Antoni,2.0,Eixample,"Educació secundària, Formació professional",41.375786116082566,2.15509041156104
691,﻿75990293992,Centre Educatiu AIES,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Formació professional,41.39637000478218,2.1542183847229475
692,﻿92086008695,Facultat de Nàutica - UPC,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.38243904810675,2.184497630278131
693,﻿75990351798,Centre Educatiu CETT,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,Formació professional,41.43485061254671,2.1481555754807795
694,﻿99400317117,"I2CAT, Internet i Innovació Digital a Catalunya",21.0,Pedralbes,4.0,Les Corts,Universitats,41.38730893666497,2.111145245219858
695,﻿99400177239,Institut Front Marítim,68.0,el Poblenou,10.0,Sant Martí,Educació secundària,41.40261729172288,2.208831181586877
696,﻿99400676990,Centre de Formació Professional Martí-Codolar,42.0,la Clota,7.0,Horta-Guinardó,Formació professional,41.42748434998551,2.151116863474216
697,﻿75990697037,Metàfora Centre d'Estudis d'Art-Teràpia,18.0,Sants,3.0,Sants-Montjuïc,Universitats,41.37829519044735,2.132873852906906
698,﻿75990349490,Escola Aldana,10.0,Sant Antoni,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.37552737856383,2.165684658297076
700,﻿75990349520,"CEV, Centre de Comunicació, Imatge i So",71.0,Provençals del Poblenou,10.0,Sant Martí,"Informàtica, Educació secundària, Formació professional",41.41210144132233,2.201202960160327
703,﻿75990333963,Centre Educatiu Mare de Déu de Núria,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41084460865554,2.1853826731105084
706,﻿75990333990,Centre Educatiu FEP Santíssima Trinitat,57.0,la Trinitat Vella,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.45048074624148,2.1912078909633537
709,﻿75990333996,Escola Pia Sant Antoni,1.0,el Raval,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Adults, Educació primària, Educació secundària, Formació professional",41.378003162355824,2.164357651526934
714,﻿99400013676,Escola Torrent de Can Carabassa,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària",41.42721001240695,2.1629087689242863
716,﻿75990334011,Centre Educatiu Sant Francesc Xavier,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.372570080494505,2.1580739573232206
719,﻿75990334012,Centre Educatiu Sant Marc de Sarrià,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.40181333539779,2.122723553390357
723,﻿99400667620,Programa d'Estudis Independents,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38322313755374,2.166969712908759
724,﻿75990105914,Centre Educatiu FEP Mare Alfonsa Cavín,55.0,Ciutat Meridiana,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.46048628256781,2.1751537897804525
727,﻿92086009952,Escola de Gemmologia,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38437037725497,2.1197216758551365
728,﻿92086010005,Campus Docent Sant Joan de Déu - Fundació Privada,21.0,Pedralbes,4.0,Les Corts,Universitats,41.39110310485633,2.1115613711320567
729,﻿92086010047,Institut Organització Control Sistemes Industrials,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38408557109426,2.1153818887824603
730,﻿92086001941,Facultat de Filosofia - UB,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38403193047776,2.167331566974877
731,﻿99400073027,Facultat de Ciències de la Comunicació - UIC,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.406033260654574,2.123231960089889
732,﻿99400620286,Institut Pedralbes,21.0,Pedralbes,4.0,Les Corts,"Educació secundària, Formació professional",41.38638084973198,2.1058139935837232
734,﻿99400620290,Institut La Sagrera Sant Andreu,60.0,Sant Andreu,9.0,Sant Andreu,Educació secundària,41.43921392279108,2.193324471337654
735,﻿75990104823,Centre Educatiu Lys,27.0,el Putxet i el Farró,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària",41.40468599924156,2.143149911073567
737,﻿99400100461,Programa de Coeducació,35.0,el Guinardó,7.0,Horta-Guinardó,Universitats,41.41379174747705,2.176910232352591
738,﻿75990333953,Centre Educatiu FEP L'Esperança,58.0,Baró de Viver,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.44678716758727,2.2011624839908794
742,﻿75990333957,Centre Educatiu Montseny-Poblenou,69.0,Diagonal Mar i el Front Marítim del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41063990102234,2.21053229696309
745,﻿75990334003,Centre Educatiu La Salle Bonanova,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.4062399904267,2.132487351954574
748,﻿99400158742,Centre Educatiu Josep Pons,19.0,les Corts,4.0,Les Corts,Formació professional,41.39116611751545,2.1425680658577364
749,﻿99400145529,Centre per a la Innovació Local,7.0,la Dreta de l'Eixample,2.0,Eixample,Universitats,41.39309214642118,2.16173623805482
750,﻿99400145553,Grup de Tecnologia Musical,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Universitats,41.40365489256486,2.194525488265476
751,﻿99400145329,Centre de Disseny d'Equips Industrials,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38284004736482,2.1160339544499878
752,﻿99400145353,Centre de Desenvolupament Electrònic i Informàtic,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40944167227188,2.1300561885083784
753,﻿99400145382,Fundació CIM,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38284004736482,2.1160339544499878
754,﻿75990294000,Centre d'Ensenyament Musical Barcelona,10.0,Sant Antoni,2.0,Eixample,Música,41.38078561863176,2.15719428653302
755,﻿75990120076,Centre Educatiu Maria Auxiliadora,10.0,Sant Antoni,2.0,Eixample,Educació primària,41.378500237499885,2.156045542288389
756,﻿99400224521,Institut Diagnosi Ambiental i Estudis de l'Aigua,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38770673949005,2.114945140444898
757,﻿75990162907,Escola de Música Juan Pedro Carrero,1.0,el Raval,1.0,Ciutat Vella,Música,41.38250469332915,2.170807735012897
758,﻿97275093600,Centre Educatiu Stucom Pelai,1.0,el Raval,1.0,Ciutat Vella,"Adults, Formació professional",41.38579903052059,2.165298464715733
760,﻿99097163729,Institut d'Investigacions Biomèdiques de Barcelona,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.39042902342673,2.1533107565639185
761,﻿92168164412,Escola Alexandre Galí,3.0,la Barceloneta,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.38125618970832,2.1933439332206177
763,﻿92168164414,Centre Educatiu Alfageme,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.36144375397313,2.1389428255750764
765,﻿92168164435,Escola Baixeras,2.0,el Barri Gòtic,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària",41.38287060220196,2.179799736381276
767,﻿92168164465,Escola Josep Maria Jujol,31.0,la Vila de Gràcia,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.39821515341866,2.1558975483762164
769,﻿75990108327,Centre Educatiu Reial Monestir de Santa Isabel,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39728359109981,2.126188139711606
773,﻿99400222548,Escola Can Fabra,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.433793974354174,2.1908326284827284
775,﻿99400050458,Parc d'Innovació Tecnològica i Empresarial La Salle,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40944167227188,2.1300561885083784
776,﻿75990354140,Escola de Música Ricoma i Fills,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Música,41.3848406513124,2.1442715185263457
777,﻿92086009954,Facultat de Psicologia - UB,40.0,Montbau,7.0,Horta-Guinardó,Universitats,41.43759643674505,2.1447321476703194
778,﻿92086007970,Centre Educatiu Santa Dorotea,24.0,les Tres Torres,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39350536143271,2.129071949183403
781,﻿99400118578,Universitat Progressista d'Estiu de Catalunya,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Universitats,41.38349672051972,2.1795376304761573
782,﻿92168165762,Centre Educatiu Dominiques de Barcelona,7.0,la Dreta de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.40052483409696,2.171235652839304
785,﻿92168165823,Escola Orlandai,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària",41.39739233524259,2.119282896108102
787,﻿92168165837,Escola Palma de Mallorca,45.0,Porta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.43315968004247,2.1775688179429284
789,﻿92168165849,Escola Patronat Domènech,31.0,la Vila de Gràcia,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.39840443152677,2.1582121264591376
791,﻿92086005579,Institut Narcís Monturiol *Harmonia,40.0,Montbau,7.0,Horta-Guinardó,Educació secundària,41.432325901404695,2.145091216559758
792,﻿92168165857,Escola Pau Vila,14.0,la Font de la Guatlla,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.3669415521691,2.1427216285174966
794,﻿92168165925,Escola Provençals,71.0,Provençals del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.40841964863956,2.1955535808082445
796,﻿92168165927,Centre Educatiu Providencia del Corazón de Jesús,43.0,Horta,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43860035733805,2.1580348887601595
799,﻿92168165957,Escola Ramon Casas,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.35866971685439,2.134382603401038
801,﻿92168165959,Escola  Pràctiques,18.0,Sants,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.38128597939545,2.1387878130180185
803,﻿92168165972,Escola Reina Violant,31.0,la Vila de Gràcia,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.40415469495062,2.1530357611950968
805,﻿93137091501,Centre Educatiu Sagrado Corazón *Ribes,5.0,el Fort Pienc,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.3997020797323,2.183869243060061
808,﻿92086000336,Institut Milà i Fontanals,1.0,el Raval,1.0,Ciutat Vella,Educació secundària,41.37645821131016,2.1671088482836027
809,﻿99400380477,Institut Martí Pous,60.0,Sant Andreu,9.0,Sant Andreu,Educació secundària,41.433648966691024,2.1907240401224644
810,﻿99400145679,Parc de Recerca i Innovació de la Universitat Politècnica de Catalunya,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38715938661021,2.112170729434784
811,﻿92168164443,Escola Antoni Balmanya,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.416370431796125,2.1827822866030013
813,﻿92168164469,Centre Educatiu Arrels,62.0,el Congrés i els Indians,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42667719385,2.1810375556219155
816,﻿92168164514,Institut Rambla Prim,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Educació secundària, Formació professional",41.4157621286334,2.21246843801822
818,﻿92168164518,Escola Bàrkeno,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.35547421994292,2.145231147930288
820,﻿92168164521,Escola Barrufet,18.0,Sants,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37692859666653,2.134751788846474
822,﻿92168164573,Escola Bogatell,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.39343515484429,2.194453764154044
824,﻿96073124304,Institut Miquel Tarradell,1.0,el Raval,1.0,Ciutat Vella,"Educació secundària, Formació professional",41.381828600175794,2.168534112133251
826,﻿96073135650,Escola Vila Olímpica,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.39505493685655,2.203666123017716
828,﻿99400161708,Centre de Medicina Regenerativa de Barcelona,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.38557632373501,2.194017030461737
829,﻿99400318560,Escola de Música Musics'Son,31.0,la Vila de Gràcia,6.0,Gràcia,Música,41.40211323565377,2.155753276829023
830,﻿98288133020,Centre Educatiu Sagrat Cor-Sarrià,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.40063715462606,2.1190684236753623
834,﻿99400322616,Escola per a Infants i Adolescents,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,"Educació primària, Educació secundària",41.40196697142778,2.121523780191905
836,﻿99125131541,Escola La Sedeta,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,"Ensenyament infantil (3-6 anys), Educació primària",41.4050478070164,2.1682047565107934
838,﻿99162093859,Centre Educatiu Casa del Roure,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Educació secundària,41.40661670472612,2.11703789429889
839,﻿99400096806,Institut de Biologia Molecular de Barcelona,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38188173843909,2.116506436518207
840,﻿99400145512,Centre d'Investigació Film-Història,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.384038957130166,2.16686547398752
841,﻿99400145520,Centre Europeu de Paral.lelisme de Barcelona,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38943844715893,2.1157040310387605
842,﻿99400145537,Centre Universitari de Sociolingüística i Comunicació,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38657708352391,2.164030568391206
843,﻿99400145550,Grup de Compatibilitat Electromagnètica,21.0,Pedralbes,4.0,Les Corts,Universitats,41.389151618851365,2.115887328799245
844,﻿99400145554,Grup d'Enginyeria Molecular,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Universitats,41.40379591152728,2.1194605457742592
845,﻿99400288244,Escola de Música La Salle Bonanova,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Música,41.4062399904267,2.132487351954574
846,﻿99400222305,Escola dels Encants,6.0,la Sagrada Família,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.40400714132261,2.183081032848622
848,﻿96171173340,Facultat de Ciències Econòmiques i Socials - UIC,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.406033260654574,2.123231960089889
